iter	RMSE
150	0.04670748665
151	0.04663735089
152	0.04655028073
153	0.04644936439
154	0.04640317521
155	0.04630729745
156	0.04618390523
157	0.04609654788
158	0.04601059278
159	0.04586266448
160	0.04581240136
161	0.04572026219
162	0.04560276919
163	0.04549727464
164	0.04541880609
165	0.04530176479
166	0.04511007886
167	0.04505512604
168	0.04494050495
169	0.04483637118
170	0.04474282631
171	0.04469250412
172	0.04457099311
173	0.0445038989
174	0.04445424127
175	0.04436896387
176	0.04429103411
177	0.04419950515
178	0.04406410477
179	0.04393820421
180	0.04384021665
181	0.04372347627
182	0.04364454745
183	0.0435229857
184	0.04345921437
185	0.04338735453
186	0.04329737828
187	0.0431690756
188	0.04312054143
189	0.04306429411
190	0.04293949048
191	0.04286020772
192	0.04273705474
193	0.04264741011
194	0.04258084795
195	0.04252233049
196	0.04244937256
197	0.04239802308
198	0.04226428027
199	0.04218486361
200	0.04211313762
201	0.04201159335
202	0.04190427707
203	0.04180077339
204	0.04173386459
205	0.04158892591
206	0.04153312562
207	0.04142541064
208	0.04134434733
209	0.04123863036
210	0.04117437003
211	0.04108506223
212	0.04103948221
213	0.04092983313
214	0.04080036539
215	0.04073987033
216	0.04066821683
217	0.04060472442
218	0.04050883807
219	0.0404265909
220	0.04030687483
221	0.040217709
222	0.04017146392
223	0.04002851555
224	0.03994385194
225	0.03989371626
226	0.0397686221
227	0.03970774418
228	0.03961189194
229	0.03956789451
230	0.03948257381
231	0.03939889605
232	0.03931475186
233	0.03924884225
234	0.03914682377
235	0.03910060443
236	0.03903363266
237	0.03897827113
238	0.03888436025
239	0.03878473991
240	0.03870447502
241	0.03865548025
242	0.03859500081
243	0.03849952848
244	0.03841739144
245	0.03830720342
246	0.03823956019
247	0.03815027119
248	0.03808705878
249	0.03797739087
250	0.03792142628
251	0.03786667281
252	0.03779713535
253	0.03774378727
254	0.0376616923
255	0.03760110944
256	0.03751730669
257	0.03743242934
258	0.03735280054
259	0.03727484137
260	0.0371814216
261	0.03710691717
262	0.03702946071
263	0.03697146864
264	0.03692251062
265	0.03684935025
266	0.03677918977
267	0.03671176429
268	0.03664695461
269	0.03657474751
270	0.03652405283
271	0.03647533223
272	0.0363942374
273	0.03631602722
274	0.0362614379
275	0.03619179393
276	0.03613283215
277	0.03610956175
278	0.03607061068
279	0.03605506687
280	0.03599863821
281	0.03594738017
282	0.03589050219
283	0.03581608271
284	0.03573133822
285	0.03567584095
286	0.03564747308
287	0.035597152
288	0.03549763281
289	0.03542796202
290	0.03535522317
291	0.03527913679
292	0.03523229026
293	0.03520573432
294	0.03518008623
295	0.03509733544
296	0.03505619445
297	0.03499546075
298	0.03494240804
299	0.03488297218
300	0.03483729136
301	0.03482286554
302	0.03477436249
303	0.03470718163
304	0.03468660366
305	0.03467341897
306	0.03462310878
307	0.03457377611
308	0.03453378834
309	0.0344644461
310	0.03440133452
311	0.03435392029
312	0.03433301978
313	0.03425691584
314	0.03422907751
315	0.03420040193
316	0.03415430409
317	0.034108682
318	0.03403599
319	0.03398624138
320	0.03390579932
321	0.03383657781
322	0.03381524209
323	0.03378388353
324	0.03372521845
325	0.0336731076
326	0.03358693922
327	0.03355553688
328	0.03348102443
329	0.03343569454
330	0.03338344247
331	0.03331846084
332	0.03327504002
333	0.0332269118
334	0.03318728279
335	0.03314415396
336	0.03306803041
337	0.03303740835
338	0.03298261991
339	0.03293145523
340	0.0328776604
341	0.03281831762
342	0.03279074568
343	0.0327441824
344	0.03269128548
345	0.03265262043
346	0.03259954586
347	0.03253557715
348	0.03248629538
349	0.03240851781
350	0.03238715269
351	0.03236709817
352	0.03232693043
353	0.03228671841
354	0.03225977766
355	0.03222962379
356	0.03215045814
357	0.03211220751
358	0.03206450262
359	0.03203075739
360	0.03200186052
361	0.03193435056
362	0.03189771031
363	0.03186983106
364	0.03181413446
365	0.03178177272
366	0.03173434096
367	0.03168934746
368	0.03164915522
369	0.03158646601
370	0.03153444422
371	0.03146889208
372	0.03141730617
373	0.03138051936
374	0.03132739926
375	0.03125656007
376	0.03124916046
377	0.03121326231
378	0.03116454056
379	0.03113049822
380	0.03109097698
381	0.03107160292
382	0.03104371187
383	0.03102519281
384	0.03099292865
385	0.03094902202
386	0.03091819536
387	0.03089754126
388	0.0308425932
389	0.03082210047
390	0.03077098358
391	0.03074218887
392	0.03072682042
393	0.03069473329
394	0.03065041454
395	0.03060935045
396	0.03056088457
397	0.03051899268
398	0.0304691055
399	0.03043347371
400	0.03038383347
401	0.03034489601
402	0.03030735762
403	0.03026038446
404	0.03020683601
405	0.0301852215
406	0.03014077619
407	0.03012275511
408	0.03006280374
409	0.03001758543
410	0.03000008634
411	0.02997802261
412	0.02990392514
413	0.02985976895
414	0.02983835545
415	0.02978913537
416	0.02974624597
417	0.02971672565
418	0.0296597745
419	0.0296383538
420	0.0295943363
421	0.02955428075
422	0.02952589689
423	0.02947869327
424	0.02944611028
425	0.02943586695
426	0.02941128307
427	0.02937817384
428	0.02932542928
429	0.02930992381
430	0.02924445724
431	0.02919596903
432	0.02916314208
433	0.02912976103
434	0.02909871742
435	0.02902282291
436	0.02900284381
437	0.02898349301
438	0.02893936297
439	0.02889912371
440	0.02884647663
441	0.02882106274
442	0.02877145831
443	0.02874047188
444	0.02870408965
445	0.02868555032
446	0.02866987878
447	0.02863247847
448	0.02859411769
449	0.02855726939
450	0.02849839192
451	0.02845931892
452	0.02842486237
453	0.02837590773
454	0.02834494746
455	0.02829266587
456	0.02826961241
457	0.0282212536
458	0.02818374727
459	0.02814974716
460	0.02809111483
461	0.02806392372
462	0.02804596164
463	0.0280087023
464	0.02798865481
465	0.02795288865
466	0.0279069402
467	0.0278649648
468	0.02783281732
469	0.0278086917
470	0.0277852371
471	0.02773682023
472	0.02769872774
473	0.02766770123
474	0.02764502237
475	0.02762066351
476	0.02760292201
477	0.02756142327
478	0.02752543692
479	0.02750236271
480	0.02747019151
481	0.02745542255
482	0.02742855006
483	0.02740430239
484	0.02739561094
485	0.02736892145
486	0.02731858239
487	0.02727731272
488	0.02724048408
489	0.02719370955
490	0.02717363259
491	0.02713704455
492	0.02708271082
493	0.02705838586
494	0.02699924604
495	0.02698831538
496	0.02694327209
497	0.02690726861
498	0.02687534224
499	0.02685668737
500	0.02681990138
501	0.02678049702
502	0.02676160196
503	0.02669927677
504	0.02668112229
505	0.0266470643
506	0.02659869567
507	0.02657082588
508	0.02654728025
509	0.02652980159
510	0.02650913636
511	0.02647077856
512	0.02643505161
513	0.02640579175
514	0.02637951192
515	0.02633068165
516	0.02629145517
517	0.0262746338
518	0.02623596354
519	0.026216371
520	0.02617841117
521	0.02615965201
522	0.0261397391
523	0.02612404371
524	0.02609167076
525	0.02607366191
526	0.02604602779
527	0.02601795956
528	0.02598705931
529	0.02594126339
530	0.02592337617
531	0.02588345153
532	0.02585403195
533	0.02583353333
534	0.02582981141
535	0.02580941636
536	0.02579396556
537	0.02578471655
538	0.02578257041
539	0.02573547176
540	0.02573178596
541	0.02571046635
542	0.02568778669
543	0.02566180876
544	0.02564561919
545	0.02561642379
546	0.02557755228
547	0.02554465562
548	0.02550511438
549	0.02546759906
550	0.02543730144
551	0.02541871268
552	0.02540664523
553	0.02539876507
554	0.02536906276
555	0.02535458213
556	0.02533075954
557	0.02529794015
558	0.02526197222
559	0.02524760242
560	0.02520576026
561	0.02519237539
562	0.02517970761
563	0.02515149381
564	0.02512416858
565	0.02510337524
566	0.02508907152
567	0.0250604586
568	0.0250284997
569	0.02499990651
570	0.02494766664
571	0.0249101189
572	0.02486901815
573	0.02483238501
574	0.02480149253
575	0.02477397344
576	0.02475791878
577	0.02473784923
578	0.0247044965
579	0.02469046717
580	0.02466093364
581	0.02463875256
582	0.02461762167
583	0.02460016498
584	0.02459014897
585	0.02457236018
586	0.02456364177
587	0.02454704031
588	0.02452116125
589	0.0244986013
590	0.02446852361
591	0.02444928713
592	0.02443097715
593	0.02439812759
594	0.02437155414
595	0.02436467892
596	0.02433840443
597	0.02432835284
598	0.02431908401
599	0.02430957106
600	0.02429944416
601	0.02427414246
602	0.02424929847
603	0.02424484471
604	0.02422784321
605	0.02421789571
606	0.0241923709
607	0.02417526578
608	0.02415614592
609	0.02414025543
610	0.02409921422
611	0.02408752504
612	0.02407966025
613	0.02406256234
614	0.02403199011
615	0.02401802482
616	0.02401730691
617	0.02397565686
618	0.02393224406
619	0.02391081706
620	0.02389766144
621	0.02386724454
622	0.02384666396
623	0.02382340432
624	0.02381379537
625	0.02379269906
626	0.02376398976
627	0.02375188801
628	0.0237168114
629	0.02367360261
630	0.02366306164
631	0.02364570824
632	0.02361550056
633	0.02358842959
634	0.02355178974
635	0.02354347137
636	0.02353616039
637	0.02352715775
638	0.02351312181
639	0.02348563697
640	0.02346334734
641	0.02342694427
642	0.02339541361
643	0.02339222505
644	0.02335666015
645	0.02333586539
646	0.02331876003
647	0.02329720643
648	0.02327588167
649	0.02326223819
650	0.0232414043
651	0.0232110486
652	0.0231938703
653	0.02318498408
654	0.02316722092
655	0.02313745516
656	0.02310486527
657	0.02308314362
658	0.02305447328
659	0.0230377377
660	0.02300600116
661	0.02298269541
662	0.02296373794
663	0.02294234227
664	0.02293513084
665	0.02292889592
666	0.02289827066
667	0.02286508956
668	0.02283617774
669	0.02282001806
670	0.02279621055
671	0.02276949685
672	0.02274833838
673	0.02271959875
674	0.02269546519
675	0.02267931125
676	0.02264794697
677	0.02262838917
678	0.02262511922
679	0.02261829276
680	0.02259164499
681	0.02257234699
682	0.02256062506
683	0.02254730615
684	0.02252679879
685	0.02250332204
686	0.02248821931
687	0.02247335966
688	0.02245649951
689	0.02245331041
690	0.02243362575
691	0.02242286466
692	0.0224126635
693	0.02239608407
694	0.02238881533
695	0.02236339242
696	0.02235216861
697	0.0223494086
698	0.02234125998
699	0.02233883961
700	0.02231627029
701	0.02228195192
702	0.02228134411
703	0.02226950493
704	0.02225841703
705	0.0222430359
706	0.02221752241
707	0.02220316555
708	0.02217051096
709	0.02215905168
710	0.02215232915
711	0.02215175413
712	0.02214573171
713	0.02212382152
714	0.02208740839
715	0.02206052926
716	0.02202631665
717	0.02202576804
718	0.02201289038
719	0.02199810439
720	0.0219637271
721	0.02195305871
722	0.02193707677
723	0.02192001741
724	0.02191152925
725	0.02188888283
726	0.02183631999
727	0.02182626428
728	0.02180652228
729	0.0218059644
730	0.02179043507
731	0.02177476779
732	0.02175341649
733	0.02171510841
734	0.02170490048
735	0.02168044276
736	0.02166027752
737	0.02163756077
738	0.02162248299
739	0.02161248091
740	0.02160116169
741	0.02157211364
742	0.02153657202
743	0.02150728844
744	0.02149486114
745	0.02147068289
746	0.0214455487
747	0.02143053833
748	0.02142227918
749	0.02139443178
750	0.02138803618
751	0.02136814846
752	0.02134619014
753	0.02133136592
754	0.02131705133
755	0.02129314029
756	0.02128258472
757	0.0212509284
758	0.02124113469
759	0.02121406662
760	0.0212103912
761	0.02120268293
762	0.02117814811
763	0.02115880712
764	0.02113646915
765	0.02110111482
766	0.02107600699
767	0.02106327759
768	0.02104480751
769	0.02103920281
770	0.02102848263
771	0.02101299738
772	0.02099361294
773	0.02096940339
774	0.02094368081
775	0.02093995386
776	0.02092023117
777	0.02089754825
778	0.02088580584
779	0.0208771538
780	0.02085751162
781	0.02083719178
782	0.02082828331
783	0.02081504857
784	0.02080672035
785	0.0207938234
786	0.02078650515
787	0.02077040802
788	0.0207614092
789	0.02073866558
790	0.0207305141
791	0.02070819682
792	0.02069539258
793	0.02067791388
794	0.02066614088
795	0.02065605024
796	0.02064702349
797	0.02062687879
798	0.0206057758
799	0.02059414728
800	0.02058027414
801	0.02056214739
802	0.02054221039
803	0.02052603333
804	0.02049899962
805	0.02049391285
806	0.02044639152
807	0.02042369836
808	0.0204008663
809	0.02039364794
810	0.02035306053
811	0.02033737554
812	0.02030559727
813	0.02028470125
814	0.02024292774
815	0.02021400743
816	0.02019485109
817	0.02017296907
818	0.02015789478
819	0.02014565997
820	0.02012222648
821	0.02010616331
822	0.02009836407
823	0.02007600581
824	0.02003376358
825	0.02003005338
826	0.02000629721
827	0.01999455214
828	0.01998223789
829	0.01995688406
830	0.01993021904
831	0.01992124778
832	0.01990271578
833	0.0198855474
834	0.01986547045
835	0.01984395154
836	0.0198349399
837	0.01981926278
838	0.01979745251
839	0.01977817589
840	0.01977508799
841	0.01976727187
842	0.01974090973
843	0.01972974741
844	0.0197014782
845	0.0196926678
846	0.01968324885
847	0.01966645571
848	0.01965379488
849	0.01962973004
850	0.01961704459
851	0.01961092494
852	0.0196104392
853	0.01959026197
854	0.01956058854
855	0.01956013733
856	0.01955969936
857	0.01954011241
858	0.01952211476
859	0.01950077681
860	0.01948535457
861	0.01946171084
862	0.0194450943
863	0.01943841993
864	0.01941411812
865	0.0193946905
866	0.01938882021
867	0.01936743201
868	0.01934048839
869	0.01933728735
870	0.01931519501
871	0.01928962095
872	0.01927521316
873	0.01925135583
874	0.01923832447
875	0.01922634518
876	0.01920912391
877	0.01919355659
878	0.01917517221
879	0.01915807112
880	0.01914751982
881	0.01914543407
882	0.01913847447
883	0.01913823711
884	0.01912344208
885	0.01909060871
886	0.01907954918
887	0.01906521574
888	0.01904711768
889	0.01902403524
890	0.01900756837
891	0.01899477235
892	0.01898355889
893	0.01897167597
894	0.01895631492
895	0.01893601827
896	0.01891213242
897	0.01889930184
898	0.01888626822
899	0.01886057995
900	0.01884212033
901	0.01884093273
902	0.01882497002
903	0.01881703658
904	0.0187974234
905	0.0187802642
906	0.01876448656
907	0.0187543203
908	0.01874592655
909	0.0187322674
910	0.01871735085
911	0.01870428927
912	0.0186886708
913	0.01867626695
914	0.01866604126
915	0.01865032131
916	0.01864286206
917	0.01863043971
918	0.01862357478
919	0.01861740794
920	0.01860339271
921	0.01858178905
922	0.01856984861
923	0.01855834936
924	0.0185301712
925	0.01851059154
926	0.01849872855
927	0.01847686107
928	0.01847149472
929	0.01845190733
930	0.0184398088
931	0.01841941754
932	0.01841040628
933	0.01839158061
934	0.0183711625
935	0.01835867311
936	0.01833989042
937	0.01830984997
938	0.01829444647
939	0.01826341754
940	0.01824291124
941	0.01822268633
942	0.01820935392
943	0.01819622949
944	0.01818523219
945	0.01817102262
946	0.01814346388
947	0.01813809462
948	0.0181272009
949	0.01810849314
950	0.0180996844
951	0.01808605369
952	0.01807804023
953	0.01806612001
954	0.01804747354
955	0.0180182887
956	0.0180010214
957	0.0179823543
958	0.01797340893
959	0.01796872103
960	0.01795596959
961	0.01793742663
962	0.01793365494
963	0.01792152808
964	0.0179136107
965	0.01790736277
966	0.01789583909
967	0.01786750634
968	0.01784989735
969	0.01782972499
970	0.01781615083
971	0.01780642443
972	0.01779448082
973	0.01777954941
974	0.01777921516
975	0.0177684244
976	0.01774571018
977	0.01773168541
978	0.0177205052
979	0.01769881334
980	0.01769057914
981	0.01766992966
982	0.01765293164
983	0.01764380211
984	0.01762981082
985	0.01761938747
986	0.01760513385
987	0.01760093074
988	0.01759317084
989	0.01758282326
990	0.01757503068
991	0.01757466891
992	0.01756783775
993	0.01755207959
994	0.01754442734
995	0.01753363483
996	0.0175147196
997	0.01750283672
998	0.01748607087
999	0.01748036096
